API Number,Operator,Lease Name,Well Number,County,District,Well Type,Status,Permit Date,Completion Date,Formation,Total Depth,Lateral Length,IP Oil (bbl/day),IP Gas (mcf/day),Total Oil (12mo),Total Gas (12mo),Ownership Count,Lease Count,Has Frac Data
42-317-85588-99,"Fasken Oil and Ranch","Howard Draw",45H,MIDLAND,08,Oil,Producing,,,,,,,,12212,19332,1,0,No
42-130-86322-86,"EOG Resources","South Texas Unit",1,ECTOR,08,Oil,Producing,,,,,,,,12121,91862,0,1,No
42-127-97441-32,"Ovintiv","Delaware Basin",26H,DIMMIT,01,Oil,Producing,,,,,,,,12064,36518,0,0,No
42-239-51923-21,"Centennial Resource Development","Mabee Ranch",30H,KARNES,01,Oil & Gas,Producing,,,,,,,,12057,25345,1,0,No
42-269-61857-81,"Devon Energy","University Lands",25,LOVING,08,Oil,Producing,,,,,,,,11957,89816,0,0,No
42-239-13752-78,"Pioneer Natural Resources","Permian Basin Unit",44H,KARNES,01,Oil,Producing,,,,,,,,11956,41597,0,0,No
42-239-53600-55,"Laredo Petroleum","King Ranch Unit",6,KARNES,01,Oil,Producing,,,,,,,,11900,9051,0,1,No
42-123-26487-05,"Fasken Oil and Ranch","Section 12",4,DEWITT,01,Oil,Producing,,,,,,,,11855,11470,0,0,No
42-130-99960-11,"Laredo Petroleum","Howard Draw",11H,ECTOR,08,Oil,Producing,,,,,,,,11810,101478,0,0,No
42-475-62234-10,"Diamondback Energy","Dimmit County Oil",39H,WARD,08,Oil,Producing,,,,,,,,11801,73481,0,0,No
42-479-19706-54,"Diamondback Energy","Delaware Basin",8H,WEBB,04,Oil & Gas,Producing,,,,,,,,11795,59344,1,0,No
42-317-76543-73,"Endeavor Energy Resources","Clearfork Unit",22H,MIDLAND,08,Oil,Producing,,,,,,,,11762,27210,0,0,No
42-371-90828-94,"Callon Petroleum","Block 42",6H,REEVES,08,Oil,Producing,,,,,,,,11716,34090,0,0,No
42-123-56118-90,"Apache Corporation","Eagle Ford Unit",45H,DEWITT,01,Oil & Gas,Producing,,,,,,,,11709,10509,0,0,No
42-239-13012-28,"Apache Corporation","Section 12",16,KARNES,01,Oil & Gas,Producing,,,,,,,,11704,36186,0,0,No
42-239-32746-23,"Laredo Petroleum","Dimmit County Oil",36H,KARNES,01,Oil & Gas,Producing,,,,,,,,11673,22054,1,0,No
42-221-24116-94,"SM Energy","Martin Ranch",41H,HOWARD,08,Oil & Gas,Producing,,,,,,,,11651,108702,3,1,No
42-123-64372-56,"Marathon Oil","Spraberry Trend",25H,DEWITT,01,Oil & Gas,Producing,,,,,,,,11544,45438,0,0,No
42-317-77390-82,"Diamondback Energy","Loving County Ranch",12,MIDLAND,08,Oil & Gas,Producing,,,,,,,,11537,21796,1,2,No
42-123-31191-82,"Apache Corporation","Mabee Ranch",25H,DEWITT,01,Oil & Gas,Producing,,,,,,,,11521,34381,1,1,No
42-123-71836-77,"Centennial Resource Development","Hendrick",36H,DEWITT,01,Oil & Gas,Producing,,,,,,,,11507,68730,2,0,No
42-269-85860-69,"Mewbourne Oil Company","Midland Basin",18,LOVING,08,Oil,Producing,,,,,,,,11444,78914,0,0,No
42-239-74345-96,"SM Energy","Section 12",49H,KARNES,01,Oil,Producing,,,,,,,,11307,65425,0,1,No
42-475-70218-90,"Callon Petroleum","Delaware Basin",7H,WARD,08,Oil,Producing,,,,,,,,11239,76932,1,0,No
42-475-57095-00,"Chevron USA","Martin Ranch",38H,WARD,08,Oil,Producing,,,,,,,,11191,69584,0,0,No
42-130-19919-16,"ConocoPhillips","Big Lake",36H,ECTOR,08,Oil & Gas,Producing,,,,,,,,11160,69282,0,0,No
42-239-87266-52,"SM Energy","Delaware Basin",9,KARNES,01,Oil,Producing,,,,,,,,11096,9628,0,0,No
42-475-95696-77,"EOG Resources","Hendrick",33H,WARD,08,Oil & Gas,Producing,,,,,,,,11036,66381,1,0,No
42-269-59460-52,"Apache Corporation","TXL Ranch",31,LOVING,08,Oil,Producing,,,,,,,,10980,45235,0,0,No
42-353-21300-04,"Endeavor Energy Resources","Howard Draw",3H,PECOS,08,Oil,Producing,,,,,,,,10946,59022,0,0,No
42-353-37019-14,"Devon Energy","Delaware Basin",1,PECOS,08,Oil,Producing,,,,,,,,10940,79130,1,0,No
42-123-71949-00,"CrownQuest Operating","Spraberry Deep",4H,DEWITT,01,Oil & Gas,Producing,,,,,,,,10915,14620,1,1,No
42-123-82637-05,"Endeavor Energy Resources","Delaware Basin",9,DEWITT,01,Oil,Producing,,,,,,,,10892,12126,1,0,No
42-303-94701-58,"Chevron USA","Hendrick",34H,MARTIN,08,Oil & Gas,Producing,,,,,,,,10858,80994,1,0,No
42-371-82326-53,"Fasken Oil and Ranch","Avalon Shale",25H,REEVES,08,Oil,Producing,,,,,,,,10837,73588,1,1,No
42-479-87169-12,"Devon Energy","Loving County Ranch",22,WEBB,04,Oil,Producing,,,,,,,,10827,8710,0,0,No
42-127-54734-07,"Laredo Petroleum","Cowden Ranch",42,DIMMIT,01,Oil,Producing,,,,,,,,10783,39347,0,0,No
42-130-63948-75,"Diamondback Energy","Section 12",15H,ECTOR,08,Oil,Producing,,,,,,,,10743,23441,0,2,No
42-123-94260-57,"Fasken Oil and Ranch","Spraberry Deep",6H,DEWITT,01,Oil & Gas,Producing,,,,,,,,10712,10340,0,0,No
42-479-59567-47,"ExxonMobil","Clearfork Unit",36,WEBB,04,Oil & Gas,Producing,,,,,,,,10697,46407,0,1,No
42-371-73776-47,"Laredo Petroleum","Wolfcamp Ranch",17H,REEVES,08,Oil,Producing,,,,,,,,10673,68493,1,0,No
42-239-23114-84,"Ovintiv","DeWitt Shale",36H,KARNES,01,Oil & Gas,Producing,,,,,,,,10652,16842,0,0,No
42-317-34378-21,"Laredo Petroleum","Delaware Basin",46H,MIDLAND,08,Oil,Producing,,,,,,,,10617,85662,0,0,No
42-475-84534-47,"Diamondback Energy","Bone Spring Unit",4H,WARD,08,Oil & Gas,Producing,,,,,,,,10539,30222,0,0,No
42-127-55886-42,"Callon Petroleum","Karnes Trough",11H,DIMMIT,01,Oil,Producing,,,,,,,,10441,51095,1,0,No
42-475-37065-35,"Apache Corporation","Avalon Shale",25,WARD,08,Oil & Gas,Producing,,,,,,,,10376,92935,0,0,No
42-127-57608-54,"Devon Energy","State Lands",43H,DIMMIT,01,Oil & Gas,Producing,,,,,,,,10328,49893,0,0,No
42-317-74818-66,"Mewbourne Oil Company","San Andres",47H,MIDLAND,08,Oil,Producing,,,,,,,,10274,112127,1,1,No
42-123-55541-05,"Surge Energy","McElroy Ranch",25,DEWITT,01,Oil & Gas,Producing,,,,,,,,10239,29968,0,0,No
42-130-74112-48,"Apache Corporation","Spraberry Deep",10H,ECTOR,08,Oil,Producing,,,,,,,,10233,80757,0,1,No
42-130-69116-03,"Devon Energy","San Andres",39H,ECTOR,08,Oil,Producing,,,,,,,,10230,62251,0,0,No
42-130-29227-87,"Diamondback Energy","Avalon Shale",10,ECTOR,08,Oil,Producing,,,,,,,,10171,90492,0,0,No
42-130-58136-40,"Pioneer Natural Resources","Bone Spring Unit",39,ECTOR,08,Oil & Gas,Producing,,,,,,,,10170,114792,0,0,No
42-239-52563-63,"Devon Energy","Block 42",38H,KARNES,01,Oil & Gas,Producing,,,,,,,,10026,53663,0,1,No
42-130-74015-68,"ExxonMobil","Avalon Shale",8,ECTOR,08,Oil,Producing,,,,,,,,10002,73034,0,0,No
42-130-93816-36,"Endeavor Energy Resources","Eagle Ford Unit",41H,ECTOR,08,Oil & Gas,Producing,,,,,,,,9992,90088,0,0,No
42-317-77036-34,"Mewbourne Oil Company","Hendrick",49,MIDLAND,08,Oil,Producing,,,,,,,,9978,96858,0,0,No
42-239-12273-92,"Occidental Petroleum","Permian Basin Unit",38,KARNES,01,Oil,Producing,,,,,,,,9959,21031,1,2,No
42-479-54925-54,"Devon Energy","Cowden Ranch",37,WEBB,04,Oil,Producing,,,,,,,,9941,33554,1,1,No
42-479-12823-09,"Laredo Petroleum","McElroy Ranch",49,WEBB,04,Oil & Gas,Producing,,,,,,,,9909,54965,0,0,No
42-371-94439-79,"ConocoPhillips","Webb County Gas",26,REEVES,08,Oil,Producing,,,,,,,,9905,30001,2,1,No
42-353-97097-33,"Chevron USA","Wolfcamp Ranch",1,PECOS,08,Oil,Producing,,,,,,,,9789,89637,0,0,No
42-127-82763-34,"CrownQuest Operating","Karnes Trough",26,DIMMIT,01,Oil,Producing,,,,,,,,9659,24906,0,0,No
42-239-76199-91,"ExxonMobil","King Ranch Unit",13,KARNES,01,Oil,Producing,,,,,,,,9528,34043,0,1,No
42-479-31338-65,"Chevron USA","Goldsmith",7H,WEBB,04,Oil & Gas,Producing,,,,,,,,9516,63342,0,0,No
42-269-80515-71,"SM Energy","Avalon Shale",25,LOVING,08,Oil,Producing,,,,,,,,9505,47176,0,1,No
42-371-32657-15,"Apache Corporation","Dimmit County Oil",36H,REEVES,08,Oil,Producing,,,,,,,,9467,34721,0,0,No
42-127-37496-85,"EOG Resources","Avalon Shale",25,DIMMIT,01,Oil,Producing,,,,,,,,9377,32218,2,0,No
42-353-62087-86,"CrownQuest Operating","Avalon Shale",11,PECOS,08,Oil,Producing,,,,,,,,9376,41972,0,0,No
42-353-60845-71,"Apache Corporation","Bass Ranch",47H,PECOS,08,Oil,Producing,,,,,,,,9311,27043,0,0,No
42-317-73743-48,"Surge Energy","Delaware Basin",6H,MIDLAND,08,Oil,Producing,,,,,,,,9279,96907,0,0,No
42-317-96465-30,"Callon Petroleum","State Lands",27,MIDLAND,08,Oil & Gas,Producing,,,,,,,,9266,106307,0,0,No
42-269-49950-34,"Pioneer Natural Resources","University Lands",32H,LOVING,08,Oil & Gas,Producing,,,,,,,,9265,109736,0,0,No
42-127-36707-03,"Occidental Petroleum","Midland Basin",50H,DIMMIT,01,Oil,Producing,,,,,,,,9240,37490,0,0,No
42-479-10834-03,"Occidental Petroleum","Section 12",36H,WEBB,04,Oil,Producing,,,,,,,,9180,16568,0,0,No
42-371-12131-95,"Callon Petroleum","Hendrick",20H,REEVES,08,Oil & Gas,Producing,,,,,,,,9123,99481,0,1,No
42-123-49162-45,"Devon Energy","Spraberry Deep",45H,DEWITT,01,Oil,Producing,,,,,,,,9070,32290,0,0,No
42-130-13508-87,"Surge Energy","South Texas Unit",1,ECTOR,08,Oil & Gas,Producing,,,,,,,,9030,18890,0,0,No
42-269-78888-03,"Ovintiv","Martin Ranch",28H,LOVING,08,Oil & Gas,Producing,,,,,,,,9029,89113,1,1,No
42-371-44825-56,"ExxonMobil","Cowden Ranch",3,REEVES,08,Oil,Producing,,,,,,,,9004,83346,0,0,No
42-221-28589-21,"Marathon Oil","Goldsmith",40H,HOWARD,08,Oil,Producing,,,,,,,,8995,66265,0,0,No
42-353-63627-74,"CrownQuest Operating","Clearfork Unit",48H,PECOS,08,Oil,Producing,,,,,,,,8983,27036,0,0,No
42-127-79075-92,"Mewbourne Oil Company","Goldsmith",17,DIMMIT,01,Oil & Gas,Producing,,,,,,,,8807,59218,1,0,No
42-317-97347-32,"Occidental Petroleum","Permian Basin Unit",8,MIDLAND,08,Oil & Gas,Producing,,,,,,,,8807,70221,0,0,No
42-479-77300-81,"Devon Energy","DeWitt Shale",18H,WEBB,04,Oil & Gas,Producing,,,,,,,,8789,56001,0,0,No
42-303-91142-45,"Pioneer Natural Resources","Hendrick",48,MARTIN,08,Oil,Producing,,,,,,,,8785,48021,0,1,No
42-303-74097-79,"CrownQuest Operating","Ward County Unit",7,MARTIN,08,Oil & Gas,Producing,,,,,,,,8782,90339,0,0,No
42-127-67793-46,"Centennial Resource Development","Spraberry Trend",26H,DIMMIT,01,Oil,Producing,,,,,,,,8755,42565,1,0,No
42-303-49414-92,"Fasken Oil and Ranch","Howard Draw",6,MARTIN,08,Oil,Producing,,,,,,,,8627,96398,0,0,No
42-479-99923-63,"Centennial Resource Development","Pecos Valley",26H,WEBB,04,Oil & Gas,Producing,,,,,,,,8462,40380,0,0,No
42-127-21150-47,"Marathon Oil","Delaware Basin",25H,DIMMIT,01,Oil,Producing,,,,,,,,8460,50291,0,0,No
42-221-96556-08,"Callon Petroleum","DeWitt Shale",49,HOWARD,08,Oil & Gas,Producing,,,,,,,,8408,89819,0,0,No
42-371-42094-74,"Diamondback Energy","Pecos Valley",2H,REEVES,08,Oil & Gas,Producing,,,,,,,,8367,51311,0,0,No
42-127-97216-56,"Apache Corporation","South Texas Unit",11,DIMMIT,01,Oil,Producing,,,,,,,,8361,30081,1,0,No
42-303-13963-79,"SM Energy","Bone Spring Unit",6H,MARTIN,08,Oil & Gas,Producing,,,,,,,,8298,28609,0,2,No
42-353-97724-84,"Endeavor Energy Resources","Dimmit County Oil",24,PECOS,08,Oil,Producing,,,,,,,,8232,85426,0,1,No
42-239-91551-48,"Chevron USA","Pecos Valley",31H,KARNES,01,Oil,Producing,,,,,,,,8158,55108,0,1,No
42-479-92400-65,"Chevron USA","Eagle Ford Unit",18H,WEBB,04,Oil,Producing,,,,,,,,8124,61710,1,0,No
42-123-82590-69,"Occidental Petroleum","Cowden Ranch",47H,DEWITT,01,Oil,Producing,,,,,,,,8023,18353,2,1,No
42-317-76944-52,"Endeavor Energy Resources","Mabee Ranch",33H,MIDLAND,08,Oil,Producing,,,,,,,,7940,98731,0,0,No
42-475-95116-93,"Devon Energy","Fasken Ranch",4,WARD,08,Oil & Gas,Producing,,,,,,,,7939,63623,0,0,No
42-303-82791-75,"ExxonMobil","Spraberry Deep",50H,MARTIN,08,Oil,Producing,,,,,,,,7907,32688,0,0,No
42-475-29144-40,"SM Energy","Avalon Shale",36,WARD,08,Oil,Producing,,,,,,,,7904,62366,0,0,No
42-221-66451-75,"Apache Corporation","McElroy Ranch",35H,HOWARD,08,Oil & Gas,Producing,,,,,,,,7872,19972,0,0,No
42-269-43693-83,"Fasken Oil and Ranch","Wolfcamp Ranch",2H,LOVING,08,Oil & Gas,Producing,,,,,,,,7835,27188,0,0,No
42-479-75451-55,"Devon Energy","Webb County Gas",37H,WEBB,04,Oil,Producing,,,,,,,,7824,20882,0,0,No
42-303-34611-84,"SM Energy","Loving County Ranch",23,MARTIN,08,Oil & Gas,Producing,,,,,,,,7823,30713,0,0,No
42-303-75828-07,"SM Energy","Goldsmith",24H,MARTIN,08,Oil,Producing,,,,,,,,7746,65811,0,0,No
42-353-52447-42,"Chevron USA","State Lands",12,PECOS,08,Oil & Gas,Producing,,,,,,,,7737,18563,0,0,No
42-123-35592-53,"Devon Energy","Section 12",36,DEWITT,01,Oil,Producing,,,,,,,,7708,50763,0,0,No
42-479-28400-43,"Callon Petroleum","Big Lake",23H,WEBB,04,Oil & Gas,Producing,,,,,,,,7691,75074,0,0,No
42-123-13202-65,"Callon Petroleum","Permian Basin Unit",34,DEWITT,01,Oil & Gas,Producing,,,,,,,,7648,35237,1,0,No
42-239-58647-69,"Chevron USA","Spraberry Deep",17H,KARNES,01,Oil & Gas,Producing,,,,,,,,7506,19644,1,1,No
42-317-60685-72,"Ovintiv","Ward County Unit",22H,MIDLAND,08,Oil & Gas,Producing,,,,,,,,7472,102309,1,1,No
42-221-19199-00,"SM Energy","Clearfork Unit",7,HOWARD,08,Oil & Gas,Producing,,,,,,,,7464,49256,0,0,No
42-303-86578-16,"Pioneer Natural Resources","Delaware Basin",1H,MARTIN,08,Oil & Gas,Producing,,,,,,,,7462,82320,0,1,No
42-221-64771-08,"ConocoPhillips","University Lands",17,HOWARD,08,Oil & Gas,Producing,,,,,,,,7454,26712,3,0,No
42-269-29736-26,"CrownQuest Operating","Howard Draw",2,LOVING,08,Oil & Gas,Producing,,,,,,,,7453,73236,0,1,No
42-239-79573-62,"Mewbourne Oil Company","Hendrick",35H,KARNES,01,Oil,Producing,,,,,,,,7393,48327,0,0,No
42-479-98476-56,"SM Energy","Ward County Unit",15,WEBB,04,Oil,Producing,,,,,,,,7376,33614,1,0,No
42-479-50587-64,"Endeavor Energy Resources","Big Lake",20,WEBB,04,Oil,Producing,,,,,,,,7221,50795,0,0,No
42-269-46923-91,"Marathon Oil","Eagle Ford Unit",2H,LOVING,08,Oil & Gas,Producing,,,,,,,,7196,56372,0,1,No
42-221-28120-12,"Endeavor Energy Resources","Howard Draw",48,HOWARD,08,Oil & Gas,Producing,,,,,,,,7031,59376,0,0,No
42-479-47649-65,"ConocoPhillips","Midland Basin",34H,WEBB,04,Oil,Producing,,,,,,,,6986,27423,1,0,No
42-475-46625-17,"CrownQuest Operating","Bone Spring Unit",3,WARD,08,Oil & Gas,Producing,,,,,,,,6981,48003,0,0,No
42-123-91900-50,"Devon Energy","King Ranch Unit",48H,DEWITT,01,Oil & Gas,Producing,,,,,,,,6924,49731,0,0,No
42-123-31243-60,"Marathon Oil","Mabee Ranch",18,DEWITT,01,Oil,Producing,,,,,,,,6885,59729,0,1,No
42-479-95295-97,"Endeavor Energy Resources","Goldsmith",38,WEBB,04,Oil & Gas,Producing,,,,,,,,6783,51036,2,0,No
42-371-49309-76,"Apache Corporation","South Texas Unit",39H,REEVES,08,Oil,Producing,,,,,,,,6558,65868,0,0,No
42-479-61473-59,"Chevron USA","University Lands",44H,WEBB,04,Oil & Gas,Producing,,,,,,,,6495,17731,0,0,No
42-239-97507-33,"Apache Corporation","Eagle Ford Unit",43H,KARNES,01,Oil,Producing,,,,,,,,6472,55585,0,0,No
42-479-45102-20,"Diamondback Energy","Goldsmith",23H,WEBB,04,Oil,Producing,,,,,,,,6407,44052,0,0,No
42-239-43311-33,"Ovintiv","TXL Ranch",23,KARNES,01,Oil,Producing,,,,,,,,6269,9664,0,0,No
42-239-93140-76,"EOG Resources","Avalon Shale",3H,KARNES,01,Oil & Gas,Producing,,,,,,,,6012,36589,0,0,No
42-239-23858-33,"Diamondback Energy","Karnes Trough",32,KARNES,01,Oil & Gas,Producing,,,,,,,,6009,40808,0,2,No
42-479-12896-86,"Mewbourne Oil Company","Bass Ranch",47,WEBB,04,Oil & Gas,Producing,,,,,,,,5994,50683,1,1,No
42-479-38600-43,"Marathon Oil","Avalon Shale",32,WEBB,04,Oil,Producing,,,,,,,,5668,60780,0,1,No
42-479-38974-45,"Chevron USA","King Ranch Unit",20H,WEBB,04,Oil & Gas,Producing,,,,,,,,5627,63734,0,0,No
42-127-11116-58,"Endeavor Energy Resources","Bone Spring Unit",3,DIMMIT,01,Oil,Producing,,,,,,,,5234,60242,0,0,No
42-123-62506-02,"Occidental Petroleum","Yates Pool",2H,DEWITT,01,Oil & Gas,Producing,,,,,,,,5201,25401,0,0,No
42-127-79314-03,"Devon Energy","Big Lake",49,DIMMIT,01,Oil,Producing,,,,,,,,5152,60722,0,0,No
42-123-13316-94,"Pioneer Natural Resources","Bone Spring Unit",50H,DEWITT,01,Oil & Gas,Producing,,,,,,,,5063,36667,1,0,No
42-479-40091-43,"ExxonMobil","Big Lake",24H,WEBB,04,Oil,Producing,,,,,,,,4859,55048,0,0,No
42-123-45471-83,"Callon Petroleum","Webb County Gas",42,DEWITT,01,Oil,Producing,,,,,,,,4636,39941,0,0,No
42-239-24354-05,"SM Energy","Eagle Ford Unit",37H,KARNES,01,Oil,Producing,,,,,,,,4589,14308,0,1,No
42-123-49364-04,"Surge Energy","Clearfork Unit",10H,DEWITT,01,Oil & Gas,Producing,,,,,,,,4502,57032,0,0,No
42-127-15729-87,"Fasken Oil and Ranch","Eagle Ford Unit",32,DIMMIT,01,Oil,Producing,,,,,,,,4501,42438,1,0,No
42-123-31799-59,"EOG Resources","Spraberry Trend",5H,DEWITT,01,Oil & Gas,Producing,,,,,,,,4282,21576,0,0,No
42-127-80685-70,"EOG Resources","Avalon Shale",8H,DIMMIT,01,Oil & Gas,Producing,,,,,,,,4087,15582,0,0,No
42-123-59933-90,"Marathon Oil","TXL Ranch",17,DEWITT,01,Oil & Gas,Producing,,,,,,,,4084,14008,1,1,No
42-123-35674-68,"Endeavor Energy Resources","University Lands",23H,DEWITT,01,Oil,Producing,,,,,,,,4015,62376,0,0,No
42-479-92129-14,"Surge Energy","Bass Ranch",28,WEBB,04,Oil,Producing,,,,,,,,4014,43862,0,0,No
42-239-22915-67,"Laredo Petroleum","Spraberry Trend",44,KARNES,01,Oil,Producing,,,,,,,,3966,69510,0,2,No
42-479-84105-18,"Mewbourne Oil Company","San Andres",40H,WEBB,04,Oil & Gas,Producing,,,,,,,,3909,68419,0,1,No
42-123-87253-24,"SM Energy","Mabee Ranch",26,DEWITT,01,Oil & Gas,Producing,,,,,,,,3658,24424,0,0,No
42-371-50679-27,"Diamondback Energy","McElroy Ranch",5H,REEVES,08,Gas,Producing,,,,,,,,2547,285963,1,0,No
42-130-48263-68,"Chevron USA","Spraberry Deep",17H,ECTOR,08,Gas,Producing,,,,,,,,2407,80574,0,0,No
42-221-94924-23,"EOG Resources","Webb County Gas",17,HOWARD,08,Gas,Producing,,,,,,,,2371,175056,0,1,No
42-269-99446-14,"Marathon Oil","Delaware Basin",1H,LOVING,08,Gas,Producing,,,,,,,,2360,279208,0,0,No
42-221-58090-52,"Fasken Oil and Ranch","King Ranch Unit",5H,HOWARD,08,Gas,Producing,,,,,,,,2225,79740,1,0,No
42-269-55956-43,"Apache Corporation","TXL Ranch",39H,LOVING,08,Gas,Producing,,,,,,,,2182,74784,0,0,No
42-475-69439-34,"Ovintiv","Pecos Valley",37H,WARD,08,Gas,Producing,,,,,,,,2139,100325,0,0,No
42-130-61462-79,"Mewbourne Oil Company","Goldsmith",10,ECTOR,08,Gas,Producing,,,,,,,,2130,84771,0,0,No
42-221-41846-53,"ExxonMobil","Yates Pool",46H,HOWARD,08,Gas,Producing,,,,,,,,2115,79773,1,0,No
42-130-52194-86,"Centennial Resource Development","Mabee Ranch",32H,ECTOR,08,Gas,Producing,,,,,,,,2092,100391,0,0,No
42-221-57332-42,"Centennial Resource Development","Section 12",27H,HOWARD,08,Gas,Producing,,,,,,,,2081,157331,0,0,No
42-475-30067-91,"CrownQuest Operating","DeWitt Shale",26H,WARD,08,Gas,Producing,,,,,,,,2066,190248,0,0,No
42-269-44941-20,"Apache Corporation","Delaware Basin",3,LOVING,08,Gas,Producing,,,,,,,,2064,90057,2,0,No
42-317-73632-55,"SM Energy","Bass Ranch",14H,MIDLAND,08,Gas,Producing,,,,,,,,2040,237742,1,0,No
42-475-30828-83,"Apache Corporation","Spraberry Deep",44H,WARD,08,Gas,Producing,,,,,,,,2027,214073,1,3,No
42-353-30464-33,"Fasken Oil and Ranch","King Ranch Unit",39H,PECOS,08,Gas,Producing,,,,,,,,2018,201393,0,0,No
42-269-80277-32,"Ovintiv","San Andres",23H,LOVING,08,Gas,Producing,,,,,,,,1985,51530,2,0,No
42-130-42683-52,"Laredo Petroleum","Loving County Ranch",43H,ECTOR,08,Gas,Producing,,,,,,,,1981,132760,0,1,No
42-221-61048-25,"Pioneer Natural Resources","Yates Pool",21H,HOWARD,08,Gas,Producing,,,,,,,,1955,160165,1,0,No
42-221-17643-70,"CrownQuest Operating","Loving County Ranch",20H,HOWARD,08,Gas,Producing,,,,,,,,1950,111114,0,0,No
42-130-79623-49,"Apache Corporation","McElroy Ranch",17H,ECTOR,08,Gas,Producing,,,,,,,,1947,154589,0,0,No
42-269-45337-83,"Laredo Petroleum","South Texas Unit",3H,LOVING,08,Gas,Producing,,,,,,,,1945,177423,0,0,No
42-317-56072-21,"ConocoPhillips","Webb County Gas",27,MIDLAND,08,Gas,Producing,,,,,,,,1935,208241,0,1,No
42-371-25367-98,"Mewbourne Oil Company","King Ranch Unit",19H,REEVES,08,Gas,Producing,,,,,,,,1928,74906,0,1,No
42-221-51107-04,"CrownQuest Operating","McElroy Ranch",17H,HOWARD,08,Gas,Producing,,,,,,,,1910,97759,1,1,No
42-317-62955-04,"SM Energy","University Lands",25,MIDLAND,08,Gas,Producing,,,,,,,,1909,173635,0,0,No
42-221-42764-62,"ConocoPhillips","University Lands",30H,HOWARD,08,Gas,Producing,,,,,,,,1894,253858,0,1,No
42-130-16560-26,"Pioneer Natural Resources","Spraberry Deep",45H,ECTOR,08,Gas,Producing,,,,,,,,1871,276766,0,1,No
42-269-82571-08,"Laredo Petroleum","Karnes Trough",38,LOVING,08,Gas,Producing,,,,,,,,1865,72155,0,0,No
42-371-21346-53,"CrownQuest Operating","Midland Basin",50,REEVES,08,Gas,Producing,,,,,,,,1857,174318,0,0,No
42-221-38486-43,"Marathon Oil","Pecos Valley",50,HOWARD,08,Gas,Producing,,,,,,,,1852,109066,1,0,No
42-303-20250-26,"Devon Energy","McElroy Ranch",28H,MARTIN,08,Gas,Producing,,,,,,,,1846,157096,0,1,No
42-303-93141-92,"Endeavor Energy Resources","Mabee Ranch",41H,MARTIN,08,Gas,Producing,,,,,,,,1842,66568,0,0,No
42-317-76489-22,"Laredo Petroleum","Midland Basin",49,MIDLAND,08,Gas,Producing,,,,,,,,1829,153492,1,0,No
42-130-65055-01,"SM Energy","Permian Basin Unit",29H,ECTOR,08,Gas,Producing,,,,,,,,1825,229424,0,0,No
42-303-65775-33,"ConocoPhillips","Ward County Unit",48,MARTIN,08,Gas,Producing,,,,,,,,1816,172760,0,0,No
42-317-15376-38,"Devon Energy","Permian Basin Unit",38H,MIDLAND,08,Gas,Producing,,,,,,,,1808,162202,0,0,No
42-353-11513-53,"Mewbourne Oil Company","Yates Pool",23H,PECOS,08,Gas,Producing,,,,,,,,1802,250824,0,0,No
42-303-98385-27,"Diamondback Energy","Bone Spring Unit",35,MARTIN,08,Gas,Producing,,,,,,,,1799,146123,0,0,No
42-475-85090-58,"Ovintiv","Ward County Unit",42H,WARD,08,Gas,Producing,,,,,,,,1797,293591,0,0,No
42-303-32389-10,"Marathon Oil","Spraberry Deep",35H,MARTIN,08,Gas,Producing,,,,,,,,1793,99922,0,0,No
42-353-38109-23,"Endeavor Energy Resources","TXL Ranch",3H,PECOS,08,Gas,Producing,,,,,,,,1780,73587,0,0,No
42-371-16708-09,"SM Energy","Martin Ranch",36H,REEVES,08,Gas,Producing,,,,,,,,1779,133413,0,0,No
42-353-73411-75,"SM Energy","State Lands",28H,PECOS,08,Gas,Producing,,,,,,,,1772,145732,0,1,No
42-130-21749-59,"Ovintiv","Webb County Gas",14,ECTOR,08,Gas,Producing,,,,,,,,1762,80788,0,0,No
42-303-12027-80,"Occidental Petroleum","San Andres",14,MARTIN,08,Gas,Producing,,,,,,,,1753,102323,0,0,No
42-130-75903-39,"Mewbourne Oil Company","South Texas Unit",6H,ECTOR,08,Gas,Producing,,,,,,,,1749,129607,0,0,No
42-269-62841-99,"SM Energy","Midland Basin",34,LOVING,08,Gas,Producing,,,,,,,,1743,286031,0,0,No
42-269-41429-63,"Devon Energy","Dimmit County Oil",21,LOVING,08,Gas,Producing,,,,,,,,1736,59292,0,0,No
42-269-33329-66,"Devon Energy","South Texas Unit",8H,LOVING,08,Gas,Producing,,,,,,,,1735,129600,1,0,No
42-239-22182-38,"Occidental Petroleum","McElroy Ranch",38H,KARNES,01,Gas,Producing,,,,,,,,1734,91994,0,0,No
42-371-59682-32,"Surge Energy","DeWitt Shale",48H,REEVES,08,Gas,Producing,,,,,,,,1726,133615,1,0,No
42-130-16366-21,"Occidental Petroleum","Bass Ranch",43H,ECTOR,08,Gas,Producing,,,,,,,,1712,124199,0,0,No
42-303-88038-98,"Callon Petroleum","Fasken Ranch",17H,MARTIN,08,Gas,Producing,,,,,,,,1711,267716,0,0,No
42-303-29026-77,"Fasken Oil and Ranch","Delaware Basin",18,MARTIN,08,Gas,Producing,,,,,,,,1706,244257,0,0,No
42-353-21576-81,"Callon Petroleum","Spraberry Deep",1,PECOS,08,Gas,Producing,,,,,,,,1702,99322,0,0,No
